-1642, 1161, 1
-1654, 1414, 1
-1507, 919, 1
-1630, 996, 1
-1556, 651, 1
-1676, 1259, 1
-1650, 1238, 1
-1428, 1104, 1
1123, 1032, 4
1124, 1030, 7
1124, 1017, 8
-1484, 1191, 1
-1556, 690, 1
-1707, 1170, 1
-1458, 1330, 1
-1623, 643, 1
-1395, 792, 1
-1674, 589, 1
-1544, 791, 1
-1679, 872, 1
-1677, 917, 1
-1666, 988, 1
-1545, 1336, 1
-1578, 1329, 1
-1649, 1345, 1
-1587, 979, 1
-1644, 934, 1
-1627, 1396, 1
-1403, 1259, 1
-1499, 1260, 1
-1394, 811, 1
-1629, 1326, 1
-1343, 1147, 1
-1648, 1273, 1
-1466, 680, 1
-1490, 723, 1
-1620, 763, 1
-1330, 1309, 1
-1661, 1190, 1
1124, 1023, 10
-1334, 1354, 1
-1528, 1221, 1
-1607, 780, 1
-1570, 815, 1
-1494, 933, 1
-1535, 1116, 1
1124, 1025, 4
-1326, 746, 1
-1539, 658, 1
-1531, 644, 1
-1534, 622, 1
-1406, 804, 1
-1371, 1235, 1
-1621, 1062, 1
-1345, 916, 1
-1698, 758, 1
-1577, 958, 1
-1691, 729, 1
-1432, 1205, 1
-1514, 1304, 1
-1676, 927, 1
-1454, 815, 1
-1521, 813, 1
-1365, 1025, 1
-1324, 922, 1
-1594, 841, 1
-1389, 1024, 1
-1599, 1177, 1
-1404, 1190, 1
-1650, 703, 1
-1461, 1011, 1
-1621, 737, 1
1123, 1014, 8
-1476, 732, 1
-1380, 943, 1
1124, 1029, 6
-1374, 702, 1
-1591, 1115, 1
-1512, 705, 1
1124, 1028, 7
1124, 1016, 6
-1636, 941, 1
-1333, 1369, 1
-1364, 1173, 1
-1452, 1195, 1
-1633, 1524, 1
-1583, 1385, 1
-1605, 791, 1
-1422, 1247, 1
1123, 1033, 7
-1494, 858, 1
-1604, 1182, 1
-1334, 1188, 1
-1603, 978, 1
-1663, 1132, 1
-1462, 1293, 1
-1411, 1080, 1
-1589, 1342, 1
-1356, 884, 1
-1570, 1372, 1
-1393, 698, 1
-1704, 1077, 1
-1635, 758, 1
-1651, 1143, 1
-1471, 1387, 1
-1417, 1144, 1
-1688, 1336, 1
-1681, 1353, 1
-1608, 757, 1
-1358, 750, 1
-1608, 878, 1
-1449, 1317, 1
-1696, 1257, 1
-1598, 627, 1
1124, 1019, 9
-1590, 985, 1
-1507, 673, 1
-1567, 741, 1
-1508, 861, 1
-1313, 1283, 1
-1603, 890, 1
-1349, 976, 1
-1669, 705, 1
-1630, 1230, 1
-1644, 1404, 1
-1431, 878, 1
-1618, 596, 1
-1322, 928, 1
-1500, 1205, 1
-1331, 866, 1
-1609, 957, 1
-1663, 806, 1
-1537, 748, 1
-1649, 905, 1
-1473, 954, 1
-1448, 767, 1
-1512, 1346, 1
1124, 1031, 6
-1555, 1193, 1
-1597, 568, 1
-1677, 1432, 1
1124, 1026, 4
-1650, 1287, 1
-1675, 1390, 1
-1370, 945, 1
-1477, 1059, 1
-1703, 1184, 1
-1691, 1336, 1
1124, 1024, 9
-1338, 838, 1
-1341, 778, 1
-1539, 1341, 1
-1427, 880, 1
-1584, 768, 1
1123, 1015, 1
