-4121, 3734, 1
-4703, -1643, 1
-4538, 1547, 1
-5414, 1049, 1
-4809, 354, 1
-9312, -2041, 1
-9292, -1973, 1
-4336, 2552, 1
-4607, 3069, 1
-4941, 3121, 1
-4471, 1765, 1
-8944, 756, 1
-4525, 2750, 1
-5279, -704, 1
-8946, 1681, 1
-5075, 512, 1
-9175, 792, 1
-3940, -2021, 1
-5324, 85, 1
-5039, -1231, 1
-5384, 929, 1
-4835, 397, 1
-4189, 3515, 1
-4251, 2624, 1
-4260, 3210, 1
-5063, -1147, 1
-4871, 496, 1
-5206, 90, 1
-8277, -1774, 1
-4879, 3128, 1
-4075, 3651, 1
-4648, 2688, 1
-5018, 2559, 1
-4664, 944, 1
-4618, -244, 1
-4965, -364, 1
-4304, 3726, 1
-4197, 3516, 1
-5043, -243, 1
-3799, -2019, 1
-4720, -58, 1
-4527, 801, 1
-4828, -1679, 1
-4602, 480, 1
-5115, 490, 1
-5376, 536, 1
-5007, 1250, 1
-5142, 249, 1
-4742, 3396, 1
-5161, -1022, 1
-4855, 2586, 1
-4527, 2441, 1
-5070, 2772, 1
-5112, 243, 1
-4303, 2659, 1
-5096, -1368, 1
-9294, -341, 1
-3771, -2018, 1
-4491, 2452, 1
-4645, 1432, 1
-4760, -24, 1
-4783, 2449, 1
-4529, 3811, 1
-4008, -2016, 1
-5163, 2741, 1
-5000, -1512, 1
-4841, -1514, 1
-4530, 3765, 1
-4142, -1349, 1
-4021, 3749, 1
-5328, 2023, 1
-4920, 503, 1
-4255, 3167, 1
-8999, 724, 1
-4938, 3057, 1
-4972, -1668, 1
-5250, -741, 1
-4596, -110, 1
-5039, 1096, 1
-4595, 666, 1
-5188, -591, 1
-4631, 3378, 1
-9198, -1556, 1
-4863, -965, 1
-8447, -1174, 1
-4603, -2031, 1
-3898, -2006, 1
-4136, 3184, 1
-4705, -8, 1
-4758, -157, 1
-4738, 2785, 1
-4075, -1617, 1
-4873, 1564, 1
-5347, 1219, 1
-4584, 2727, 1
-9250, -1096, 1
-4331, 3300, 1
-5294, 201, 1
-4664, 243, 1
-5173, -82, 1
-4480, 414, 1
-4471, 2559, 1
-4178, 2894, 1
-4080, -1577, 1
-8402, -1349, 1
-4219, 2698, 1
-4834, 139, 1
-5113, 3002, 1
-8987, 752, 1
-4903, -172, 1
-4539, 2637, 1
-4096, -1584, 1
-4058, -1548, 1
-5034, 2960, 1
-4331, 2984, 1
-5420, 1212, 1
-4535, 1511, 1
-5256, 94, 1
-4761, 3013, 1
-4643, 2481, 1
-9282, 777, 1
-4189, 3636, 1
-5407, 653, 1
-4615, 3454, 1
-4745, -1935, 1
-4780, -92, 1
-5131, -448, 1
-8883, 678, 1
-4709, 521, 1
-4660, 1041, 1
-4940, -241, 1
-4666, 1187, 1
-5364, 943, 1
-4911, 2681, 1
-5074, -798, 1
-3908, 3523, 1
-4693, 697, 1
-5349, -56, 1
-4390, 2497, 1
-4846, 3004, 1
-4378, 2651, 1
-8250, -2031, 1
-4891, 1090, 1
-4443, 3451, 1
-4535, 3176, 1
-9054, 2618, 1
-5040, 528, 1
-5246, -143, 1
-4263, 3182, 1
-8633, 973, 1
-5255, -56, 1
-4853, 3077, 1
-9177, -1924, 1
-4698, 2415, 1
-4831, 27, 1
-4849, 422, 1
-4928, 1016, 1
-5211, 1286, 1
-4794, -1959, 1
-4298, 3044, 1
-4915, 665, 1
-8279, -1678, 1
-4836, -1690, 1
-4792, 3476, 1
-4966, 2850, 1
-4875, 1187, 1
-4916, 1325, 1
-4635, -1632, 1
-4853, 2571, 1
-5224, 562, 1
-5133, 1144, 1
-5094, 552, 1
-4445, 1850, 1
-4580, 1288, 1
-5171, -533, 1
-5263, -151, 1
-4678, -1549, 1
-5334, -210, 1
-5345, -46, 1
-4370, 3194, 1
-4851, -1462, 1
-4650, 3346, 1
-4600, 828, 1
-4767, -1411, 1
-4944, 826, 1
-4596, 382, 1
-4396, 3572, 1
-4871, 2922, 1
-4411, 1754, 1
-4824, 662, 1
-8921, 709, 1
-5262, 964, 1
-4300, 2950, 1
-4801, -1862, 1
-4976, -1633, 1
-4630, 2583, 1
-9150, -598, 1
-3923, 3692, 1
-5067, 1029, 1
-4062, 3235, 1
-4930, 731, 1
-5049, -474, 1
-4617, 1162, 1
-5428, 678, 1
-5438, 632, 1
-4022, -1853, 1
-4512, 1846, 1
-4804, 3104, 1
-4706, 1088, 1
-5321, -12, 1
-5227, 2756, 1
-5291, 1238, 1
-4331, 3466, 1
-8417, -948, 1
-4894, 3541, 1
-4345, 2512, 1
-4669, 3643, 1
-5378, -83, 1
-4298, 2456, 1
-9327, 2877, 1
-4658, 1328, 1
-4772, 3457, 1
-4535, 3294, 1
-5055, -967, 1
-5367, 2117, 1
-4946, -203, 1
-4782, -1563, 1
-4799, 3353, 1
-4827, 186, 1
-5240, -364, 1
-4596, 280, 1
-5255, -349, 1
-4901, -1296, 1
-5187, 18, 1
-4847, 3700, 1
-4907, -155, 1
-4533, 3119, 1
-8443, -1143, 1
-4639, 698, 1
-4526, 1145, 1
-4121, -1363, 1
-4577, 2644, 1
-4370, 3322, 1
-4762, 3293, 1
-5393, 1247, 1
-4501, 941, 1
-4871, -1744, 1
-5146, 11, 1
-4824, 2415, 1
