487, 1016, 4
486, 1028, 1
487, 1023, 3
487, 1029, 9
489, 1011, 4
488, 1032, 6
486, 1025, 10
488, 1016, 4
486, 1026, 4
487, 1025, 4
487, 1021, 1
487, 1030, 7
487, 1028, 4
489, 1034, 5
488, 1014, 5
489, 1013, 6
486, 1022, 5
488, 1013, 4
486, 1023, 4
488, 1033, 5
487, 1017, 9
487, 1031, 4
486, 1021, 2
487, 1019, 3
487, 1026, 3
486, 1027, 4
489, 1035, 3
487, 1024, 2
486, 1024, 3
488, 1030, 1
487, 1020, 3
488, 1015, 5
489, 1036, 3
487, 1018, 9
487, 1022, 2
486, 1020, 1
488, 1034, 1
487, 1015, 1
487, 1027, 1
489, 1014, 1
489, 1033, 1
489, 1012, 2
