Detector Z,Ray Number,Ray X,Ray Y,Ray Z,Ray X (pixels),Ray Y (pixels),Dist from 121.01,Dist from 121.01 (highest Y)
121.43,48014,0.00377,-0.00074,121.43,519,1022,-0.08,
121.43,48180,0.003742,0.000838,121.43,519,1025,-0.08,
121.43,48660,0.003763,0.000417,121.43,519,1024,-0.08,
121.43,48881,0.003811,-0.00011,121.43,519,1023,-0.08,
121.43,48945,0.003635,-0.00133,121.43,519,1021,-0.08,
121.43,49002,0.003797,-0.00018,121.43,519,1023,-0.08,
121.43,49657,0.003433,-0.00173,121.43,519,1020,-0.08,
121.44,68,0.003151,0.001228,121.44,518,1026,-0.07,
121.44,164,0.003371,-0.0002,121.44,518,1023,-0.07,
121.44,537,0.003336,-0.00055,121.44,518,1022,-0.07,
121.44,669,0.003096,-0.00138,121.44,518,1021,-0.07,
121.44,751,0.002951,0.001495,121.44,518,1027,-0.07,
121.44,1031,0.003208,-0.00092,121.44,518,1022,-0.07,
121.44,1532,0.00335,-0.00043,121.44,518,1023,-0.07,
121.44,2229,0.002973,-0.00164,121.44,518,1020,-0.07,
121.44,2549,0.002997,-0.00156,121.44,518,1020,-0.07,
121.44,2731,0.003204,-0.00106,121.44,518,1021,-0.07,
121.44,3261,0.00323,0.000715,121.44,518,1025,-0.07,
121.44,3910,0.003393,0.000197,121.44,518,1024,-0.07,
121.44,4290,0.003256,-0.00081,121.44,518,1022,-0.07,
121.44,4461,0.003304,-0.00078,121.44,518,1022,-0.07,
121.44,4502,0.003304,-0.00027,121.44,518,1023,-0.07,
121.44,5312,0.003155,-0.00126,121.44,518,1021,-0.07,
121.44,5328,0.003307,-0.00075,121.44,518,1022,-0.07,
121.44,5338,0.003254,-0.00074,121.44,518,1022,-0.07,
121.44,5399,0.003142,-0.00125,121.44,518,1021,-0.07,
121.44,5456,0.003088,0.001239,121.44,518,1026,-0.07,
121.44,5507,0.003103,0.001374,121.44,518,1026,-0.07,
121.44,5737,0.003312,-0.0001,121.44,518,1023,-0.07,
121.44,6441,0.003149,-0.00116,121.44,518,1021,-0.07,
121.44,6487,0.003093,0.001232,121.44,518,1026,-0.07,
121.44,6591,0.003319,-0.00065,121.44,518,1022,-0.07,
121.44,8017,0.003294,0.000556,121.44,518,1025,-0.07,
121.44,8446,0.003139,0.001191,121.44,518,1026,-0.07,
121.44,8541,0.003219,-0.00097,121.44,518,1022,-0.07,
121.44,9281,0.003012,0.001412,121.44,518,1026,-0.07,
121.44,9874,0.003309,-0.00022,121.44,518,1023,-0.07,
121.44,10808,0.003136,0.001245,121.44,518,1026,-0.07,
121.44,11162,0.003245,0.000948,121.44,518,1025,-0.07,
121.44,11594,0.003153,0.001229,121.44,518,1026,-0.07,
121.44,12204,0.003022,-0.00135,121.44,518,1021,-0.07,
121.44,12469,0.002947,0.001622,121.44,518,1027,-0.07,-0.07
121.44,13703,0.003347,0.000202,121.44,518,1024,-0.07,
121.44,14176,0.003159,-0.00109,121.44,518,1021,-0.07,
121.44,14205,0.003322,-7.66E-05,121.44,518,1023,-0.07,
121.44,14417,0.003059,-0.00144,121.44,518,1021,-0.07,
121.44,14798,0.003218,-0.00098,121.44,518,1021,-0.07,
121.44,15006,0.003295,0.000612,121.44,518,1025,-0.07,
121.44,15669,0.003077,0.001285,121.44,518,1026,-0.07,
121.44,16124,0.003179,-0.00115,121.44,518,1021,-0.07,
121.44,17389,0.003248,0.000721,121.44,518,1025,-0.07,
121.44,18318,0.003231,-0.00088,121.44,518,1022,-0.07,
121.44,18347,0.003084,-0.0012,121.44,518,1021,-0.07,
121.44,18370,0.003314,0.000577,121.44,518,1025,-0.07,
121.44,18683,0.003048,0.001487,121.44,518,1027,-0.07,
121.44,18831,0.003089,-0.00123,121.44,518,1021,-0.07,
121.44,19108,0.003355,0.000188,121.44,518,1024,-0.07,
121.44,19375,0.003323,0.000413,121.44,518,1024,-0.07,
121.44,19837,0.003324,-0.00032,121.44,518,1023,-0.07,
121.44,20717,0.00323,0.000977,121.44,518,1026,-0.07,
121.44,20877,0.003182,0.001066,121.44,518,1026,-0.07,
121.44,21091,0.00311,0.00129,121.44,518,1026,-0.07,
121.44,22054,0.002965,-0.00162,121.44,518,1020,-0.07,
121.44,22193,0.003245,-0.00089,121.44,518,1022,-0.07,
121.44,22218,0.003058,-0.0014,121.44,518,1021,-0.07,
121.44,22282,0.003219,-0.00102,121.44,518,1021,-0.07,
121.44,22366,0.003223,-0.00086,121.44,518,1022,-0.07,
121.44,23243,0.003167,-0.00115,121.44,518,1021,-0.07,
121.44,23478,0.003235,0.00102,121.44,518,1026,-0.07,
121.44,23841,0.003235,-0.00099,121.44,518,1021,-0.07,
121.44,24389,0.003371,-0.00018,121.44,518,1023,-0.07,
121.44,24650,0.003098,-0.00139,121.44,518,1021,-0.07,
121.44,24742,0.003293,0.000335,121.44,518,1024,-0.07,
121.44,25358,0.003308,-0.00063,121.44,518,1022,-0.07,
121.44,25380,0.003057,0.001344,121.44,518,1026,-0.07,
121.44,25386,0.003016,0.001461,121.44,518,1026,-0.07,
121.44,25615,0.002984,0.001538,121.44,518,1027,-0.07,
121.44,26148,0.00336,-0.00014,121.44,518,1023,-0.07,
121.44,26561,0.003336,-0.00016,121.44,518,1023,-0.07,
121.44,27251,0.003373,-0.00013,121.44,518,1023,-0.07,
121.44,27469,0.00306,-0.00141,121.44,518,1021,-0.07,
121.44,27488,0.003145,-0.00121,121.44,518,1021,-0.07,
121.44,27726,0.003238,0.000976,121.44,518,1025,-0.07,
121.44,28138,0.003149,0.001285,121.44,518,1026,-0.07,
121.44,28184,0.003043,0.001423,121.44,518,1026,-0.07,
121.44,30947,0.003171,0.001121,121.44,518,1026,-0.07,
121.44,31194,0.003211,-0.00098,121.44,518,1021,-0.07,
121.44,31266,0.003338,0.000243,121.44,518,1024,-0.07,
121.44,31473,0.003028,0.001464,121.44,518,1026,-0.07,
121.44,31610,0.003285,0.000496,121.44,518,1025,-0.07,
121.44,31698,0.003016,-0.00137,121.44,518,1021,-0.07,
121.44,32550,0.003209,-0.00092,121.44,518,1022,-0.07,
121.44,32600,0.003081,-0.00134,121.44,518,1021,-0.07,
121.44,32850,0.003379,-0.00015,121.44,518,1023,-0.07,
121.44,33135,0.003323,0.000466,121.44,518,1024,-0.07,
121.44,33745,0.002949,0.00153,121.44,518,1027,-0.07,
121.44,34118,0.003262,0.000625,121.44,518,1025,-0.07,
121.44,34152,0.003048,-0.00145,121.44,518,1021,-0.07,
121.44,34229,0.003266,-0.00077,121.44,518,1022,-0.07,
121.44,35336,0.003148,0.001141,121.44,518,1026,-0.07,
121.44,35937,0.003166,0.001142,121.44,518,1026,-0.07,
121.44,36045,0.003298,0.000809,121.44,518,1025,-0.07,
121.44,36130,0.003307,0.000305,121.44,518,1024,-0.07,
121.44,36278,0.003349,-0.00052,121.44,518,1022,-0.07,
121.44,36523,0.003333,0.000171,121.44,518,1024,-0.07,
121.44,36738,0.003145,0.001172,121.44,518,1026,-0.07,
121.44,36795,0.003113,-0.00136,121.44,518,1021,-0.07,
121.44,37014,0.003271,-0.00085,121.44,518,1022,-0.07,
121.44,37035,0.003218,0.000914,121.44,518,1025,-0.07,
121.44,37288,0.003262,-0.00094,121.44,518,1022,-0.07,
121.44,37321,0.003087,-0.00132,121.44,518,1021,-0.07,
121.44,37421,0.003272,-0.00064,121.44,518,1022,-0.07,
121.44,38321,0.003215,-0.00093,121.44,518,1022,-0.07,
121.44,39456,0.003316,-0.00017,121.44,518,1023,-0.07,
121.44,39730,0.003278,-0.00045,121.44,518,1023,-0.07,
121.44,39964,0.003073,-0.00135,121.44,518,1021,-0.07,
121.44,40084,0.002952,-0.00163,121.44,518,1020,-0.07,
121.44,40678,0.003258,0.000815,121.44,518,1025,-0.07,
121.44,40695,0.002982,-0.00145,121.44,518,1021,-0.07,
121.44,40734,0.003339,-0.00039,121.44,518,1023,-0.07,
121.44,40751,0.002992,-0.00149,121.44,518,1020,-0.07,
121.44,40781,0.003379,-0.00032,121.44,518,1023,-0.07,
121.44,41531,0.003308,0.000538,121.44,518,1025,-0.07,
121.44,41769,0.0033,0.000309,121.44,518,1024,-0.07,
121.44,42958,0.003299,-0.00054,121.44,518,1022,-0.07,
121.44,43260,0.003316,-0.00042,121.44,518,1023,-0.07,
121.44,43507,0.003211,-0.00085,121.44,518,1022,-0.07,
121.44,43600,0.003389,-0.00022,121.44,518,1023,-0.07,
121.44,43851,0.003314,0.000341,121.44,518,1024,-0.07,
121.44,43868,0.003326,-0.00039,121.44,518,1023,-0.07,
121.44,44349,0.002957,-0.00153,121.44,518,1020,-0.07,
121.44,44566,0.003109,-0.00115,121.44,518,1021,-0.07,
121.44,44819,0.003352,0.000169,121.44,518,1024,-0.07,
121.44,44877,0.003335,-0.00058,121.44,518,1022,-0.07,
121.44,44899,0.003168,0.000989,121.44,518,1026,-0.07,
121.44,45345,0.003261,0.000599,121.44,518,1025,-0.07,
121.44,45606,0.003231,0.000894,121.44,518,1025,-0.07,
121.44,46251,0.00337,0.000293,121.44,518,1024,-0.07,
121.44,47119,0.003026,-0.00136,121.44,518,1021,-0.07,
121.44,47554,0.003137,-0.00122,121.44,518,1021,-0.07,
121.44,47626,0.003383,0.000254,121.44,518,1024,-0.07,
121.44,48238,0.003123,0.001137,121.44,518,1026,-0.07,
121.44,48383,0.003124,-0.00109,121.44,518,1021,-0.07,
121.44,49034,0.003394,-0.00019,121.44,518,1023,-0.07,
121.44,49377,0.003236,0.000917,121.44,518,1025,-0.07,
121.44,49793,0.003362,3.31E-05,121.44,518,1024,-0.07,
121.44,49806,0.003026,-0.00148,121.44,518,1020,-0.07,
121.44,49843,0.003292,0.000377,121.44,518,1024,-0.07,
121.45,355,0.002691,0.000965,121.45,517,1025,-0.06,
121.45,651,0.002848,-8.52E-05,121.45,517,1023,-0.06,
121.45,889,0.002532,0.001337,121.45,517,1026,-0.06,
121.45,997,0.002824,-0.00036,121.45,517,1023,-0.06,
121.45,1133,0.002898,0.000137,121.45,517,1024,-0.06,
121.45,1219,0.002845,0.000225,121.45,517,1024,-0.06,
121.45,1266,0.002559,0.001352,121.45,517,1026,-0.06,
121.45,1333,0.002527,0.001347,121.45,517,1026,-0.06,
121.45,1584,0.002591,0.001174,121.45,517,1026,-0.06,
121.45,2064,0.002911,-7.38E-05,121.45,517,1023,-0.06,
121.45,2117,0.002787,-0.00064,121.45,517,1022,-0.06,
121.45,2564,0.002756,-0.00069,121.45,517,1022,-0.06,
121.45,2574,0.002616,0.001134,121.45,517,1026,-0.06,
121.45,2639,0.002712,0.000838,121.45,517,1025,-0.06,
121.45,2975,0.002735,0.000849,121.45,517,1025,-0.06,
121.45,3443,0.002663,0.00103,121.45,517,1026,-0.06,
121.45,3701,0.002872,-2.99E-05,121.45,517,1023,-0.06,
121.45,3873,0.002879,2.15E-05,121.45,517,1024,-0.06,
121.45,3898,0.00282,0.000365,121.45,517,1024,-0.06,
121.45,3957,0.002779,-0.00071,121.45,517,1022,-0.06,
121.45,4481,0.002874,0.000275,121.45,517,1024,-0.06,
121.45,4860,0.002752,-0.0009,121.45,517,1022,-0.06,
121.45,4884,0.002858,-0.00052,121.45,517,1022,-0.06,
121.45,5857,0.00288,-0.00043,121.45,517,1023,-0.06,
121.45,6657,0.002865,0.000374,121.45,517,1024,-0.06,
121.45,6783,0.002882,0.00043,121.45,517,1024,-0.06,
121.45,6861,0.002884,-0.00042,121.45,517,1023,-0.06,
121.45,7408,0.002855,-0.00049,121.45,517,1022,-0.06,
121.45,7454,0.002733,0.000772,121.45,517,1025,-0.06,
121.45,7587,0.002867,-0.00015,121.45,517,1023,-0.06,
121.45,8245,0.002887,7.94E-05,121.45,517,1024,-0.06,
121.45,8560,0.002691,0.000942,121.45,517,1025,-0.06,
121.45,9086,0.002601,0.001194,121.45,517,1026,-0.06,
121.45,9869,0.002876,1.61E-05,121.45,517,1024,-0.06,
121.45,9919,0.002773,0.000748,121.45,517,1025,-0.06,
121.45,10239,0.002855,-0.0005,121.45,517,1022,-0.06,
121.45,10989,0.002802,0.000777,121.45,517,1025,-0.06,
121.45,11687,0.002698,0.000891,121.45,517,1025,-0.06,
121.45,12018,0.002553,-0.00125,121.45,517,1021,-0.06,
121.45,12718,0.002845,-0.0001,121.45,517,1023,-0.06,
121.45,12779,0.002853,-0.00045,121.45,517,1023,-0.06,
121.45,12967,0.002623,0.001187,121.45,517,1026,-0.06,
121.45,13629,0.002616,-0.00113,121.45,517,1021,-0.06,
121.45,13954,0.002648,0.001162,121.45,517,1026,-0.06,
121.45,14044,0.002676,-0.00111,121.45,517,1021,-0.06,
121.45,14052,0.002895,-0.00025,121.45,517,1023,-0.06,
121.45,14098,0.002752,-0.00078,121.45,517,1022,-0.06,
121.45,14104,0.002798,-0.00052,121.45,517,1022,-0.06,
121.45,14726,0.002858,0.000192,121.45,517,1024,-0.06,
121.45,14805,0.00253,0.001309,121.45,517,1026,-0.06,
121.45,15294,0.002875,-0.00018,121.45,517,1023,-0.06,
121.45,15603,0.002781,0.000654,121.45,517,1025,-0.06,
121.45,15883,0.002857,0.000397,121.45,517,1024,-0.06,
121.45,16003,0.002677,0.001079,121.45,517,1026,-0.06,
121.45,16032,0.002688,-0.00109,121.45,517,1021,-0.06,
121.45,16412,0.002839,6.66E-05,121.45,517,1024,-0.06,
121.45,16935,0.002856,0.000445,121.45,517,1024,-0.06,
121.45,17021,0.002874,-0.00033,121.45,517,1023,-0.06,
121.45,17127,0.00284,0.000478,121.45,517,1024,-0.06,
121.45,18192,0.002724,-0.00088,121.45,517,1022,-0.06,
121.45,19295,0.002806,-0.00061,121.45,517,1022,-0.06,
121.45,19964,0.002812,-0.00059,121.45,517,1022,-0.06,
121.45,20482,0.002847,0.00032,121.45,517,1024,-0.06,
121.45,21289,0.002778,-0.00072,121.45,517,1022,-0.06,
121.45,21350,0.002798,0.000583,121.45,517,1025,-0.06,
121.45,21793,0.002882,-0.00025,121.45,517,1023,-0.06,
121.45,21891,0.002625,-0.00124,121.45,517,1021,-0.06,
121.45,22872,0.002732,0.000756,121.45,517,1025,-0.06,
121.45,23725,0.002657,0.001056,121.45,517,1026,-0.06,
121.45,24103,0.002543,0.001421,121.45,517,1026,-0.06,-0.06
121.45,24347,0.002858,-0.0003,121.45,517,1023,-0.06,
121.45,24388,0.002834,-0.00029,121.45,517,1023,-0.06,
121.45,24742,0.002785,-0.00066,121.45,517,1022,-0.06,
121.45,25126,0.00288,-0.00035,121.45,517,1023,-0.06,
121.45,25244,0.002879,-0.00028,121.45,517,1023,-0.06,
121.45,25247,0.002861,-0.00023,121.45,517,1023,-0.06,
121.45,26208,0.002617,0.001142,121.45,517,1026,-0.06,
121.45,26312,0.002677,0.000939,121.45,517,1025,-0.06,
121.45,26559,0.002828,0.000416,121.45,517,1024,-0.06,
121.45,26653,0.002627,0.001101,121.45,517,1026,-0.06,
121.45,26775,0.002698,-0.00089,121.45,517,1022,-0.06,
121.45,26786,0.002738,-0.001,121.45,517,1021,-0.06,
121.45,26928,0.002806,0.000589,121.45,517,1025,-0.06,
121.45,26944,0.002882,-0.00037,121.45,517,1023,-0.06,
121.45,27316,0.002835,0.000256,121.45,517,1024,-0.06,
121.45,27632,0.002828,-0.00027,121.45,517,1023,-0.06,
121.45,28067,0.002848,0.000237,121.45,517,1024,-0.06,
121.45,28649,0.002727,0.000898,121.45,517,1025,-0.06,
121.45,28704,0.002751,-0.00082,121.45,517,1022,-0.06,
121.45,30699,0.002837,-0.00022,121.45,517,1023,-0.06,
121.45,30905,0.002829,-0.00027,121.45,517,1023,-0.06,
121.45,31012,0.002838,-0.00066,121.45,517,1022,-0.06,
121.45,31201,0.002846,-0.00053,121.45,517,1022,-0.06,
121.45,32571,0.002831,0.000194,121.45,517,1024,-0.06,
121.45,32846,0.002694,0.001007,121.45,517,1026,-0.06,
121.45,33072,0.002854,-0.00055,121.45,517,1022,-0.06,
121.45,33104,0.002896,-0.00014,121.45,517,1023,-0.06,
121.45,33185,0.002663,0.001092,121.45,517,1026,-0.06,
121.45,33490,0.002804,0.000633,121.45,517,1025,-0.06,
121.45,33703,0.002857,-0.00044,121.45,517,1023,-0.06,
121.45,34081,0.002704,0.00094,121.45,517,1025,-0.06,
121.45,34466,0.002871,-0.00016,121.45,517,1023,-0.06,
121.45,35040,0.00286,-0.0004,121.45,517,1023,-0.06,
121.45,35631,0.002883,8.71E-05,121.45,517,1024,-0.06,
121.45,36156,0.002849,0.000393,121.45,517,1024,-0.06,
121.45,36353,0.002775,0.000815,121.45,517,1025,-0.06,
121.45,36395,0.002596,-0.00122,121.45,517,1021,-0.06,
121.45,36418,0.002881,-0.00013,121.45,517,1023,-0.06,
121.45,36503,0.002778,0.000853,121.45,517,1025,-0.06,
121.45,37072,0.002816,-0.00037,121.45,517,1023,-0.06,
121.45,37422,0.002578,-0.00127,121.45,517,1021,-0.06,
121.45,37585,0.002614,0.001288,121.45,517,1026,-0.06,
121.45,37963,0.002905,5.36E-05,121.45,517,1024,-0.06,
121.45,38750,0.00273,0.0009,121.45,517,1025,-0.06,
121.45,39920,0.002565,-0.00121,121.45,517,1021,-0.06,
121.45,40054,0.002695,-0.0011,121.45,517,1021,-0.06,
121.45,40845,0.002835,-0.00039,121.45,517,1023,-0.06,
121.45,41671,0.002785,0.000618,121.45,517,1025,-0.06,
121.45,42305,0.002887,0.000172,121.45,517,1024,-0.06,
121.45,42593,0.002679,-0.00111,121.45,517,1021,-0.06,
121.45,43246,0.002557,0.001381,121.45,517,1026,-0.06,
121.45,43633,0.002862,-9.68E-06,121.45,517,1023,-0.06,
121.45,43822,0.002657,-0.00108,121.45,517,1021,-0.06,
121.45,44001,0.002862,0.00013,121.45,517,1024,-0.06,
121.45,44166,0.002609,-0.00121,121.45,517,1021,-0.06,
121.45,44898,0.002898,-0.00022,121.45,517,1023,-0.06,
121.45,45133,0.002751,0.000869,121.45,517,1025,-0.06,
121.45,46092,0.002816,0.000445,121.45,517,1024,-0.06,
121.45,46182,0.002625,-0.00116,121.45,517,1021,-0.06,
121.45,47313,0.002871,-0.00012,121.45,517,1023,-0.06,
121.45,48121,0.002579,-0.00122,121.45,517,1021,-0.06,
121.45,48455,0.002634,0.001233,121.45,517,1026,-0.06,
121.45,48529,0.002863,-0.00045,121.45,517,1023,-0.06,
121.45,48556,0.002556,-0.00137,121.45,517,1021,-0.06,
121.45,49630,0.002769,0.000791,121.45,517,1025,-0.06,
121.45,49717,0.002541,0.001334,121.45,517,1026,-0.06,
121.45,49816,0.002808,-0.00043,121.45,517,1023,-0.06,
121.46,118,0.002349,0.000572,121.46,516,1025,-0.05,
121.46,283,0.002269,-0.00072,121.46,516,1022,-0.05,
121.46,433,0.002263,0.000867,121.46,516,1025,-0.05,
121.46,797,0.002164,-0.0011,121.46,516,1021,-0.05,
121.46,840,0.00237,-0.00021,121.46,516,1023,-0.05,
121.46,884,0.002317,0.000694,121.46,516,1025,-0.05,
121.46,974,0.002359,0.00048,121.46,516,1024,-0.05,
121.46,1403,0.002361,0.000404,121.46,516,1024,-0.05,
121.46,3068,0.002342,-0.00045,121.46,516,1023,-0.05,
121.46,3140,0.002303,-0.00076,121.46,516,1022,-0.05,
121.46,3223,0.002334,0.00066,121.46,516,1025,-0.05,
121.46,3287,0.00235,-0.00048,121.46,516,1023,-0.05,
121.46,3969,0.00223,-0.00083,121.46,516,1022,-0.05,
121.46,3973,0.002378,-0.00012,121.46,516,1023,-0.05,
121.46,3981,0.002406,-0.00014,121.46,516,1023,-0.05,
121.46,3991,0.002379,7.44E-05,121.46,516,1024,-0.05,
121.46,4508,0.002429,-1.98E-05,121.46,516,1023,-0.05,
121.46,4703,0.002393,-2.75E-05,121.46,516,1023,-0.05,
121.46,5055,0.002343,-0.00044,121.46,516,1023,-0.05,
121.46,5506,0.002198,-0.00102,121.46,516,1021,-0.05,
121.46,5734,0.002296,0.000758,121.46,516,1025,-0.05,
121.46,5804,0.002355,-0.00045,121.46,516,1023,-0.05,
121.46,6088,0.002343,0.000463,121.46,516,1024,-0.05,
121.46,6171,0.002403,-0.0003,121.46,516,1023,-0.05,
121.46,6345,0.002348,-0.00028,121.46,516,1023,-0.05,
121.46,6441,0.00227,0.00078,121.46,516,1025,-0.05,
121.46,7203,0.002345,-0.00035,121.46,516,1023,-0.05,
121.46,7383,0.002117,0.001177,121.46,516,1026,-0.05,-0.05
121.46,7707,0.002376,-0.00023,121.46,516,1023,-0.05,
121.46,7838,0.002117,0.001059,121.46,516,1026,-0.05,
121.46,7946,0.002365,0.000516,121.46,516,1025,-0.05,
121.46,9987,0.00215,-0.00109,121.46,516,1021,-0.05,
121.46,10598,0.002302,0.000746,121.46,516,1025,-0.05,
121.46,10851,0.002374,0.000452,121.46,516,1024,-0.05,
121.46,11493,0.002268,0.00075,121.46,516,1025,-0.05,
121.46,11519,0.002323,-0.00049,121.46,516,1022,-0.05,
121.46,11535,0.002126,0.001138,121.46,516,1026,-0.05,
121.46,11609,0.002324,0.000451,121.46,516,1024,-0.05,
121.46,11685,0.002366,0.000542,121.46,516,1025,-0.05,
121.46,11966,0.00223,0.000836,121.46,516,1025,-0.05,
121.46,12418,0.00238,0.000227,121.46,516,1024,-0.05,
121.46,12800,0.002373,-0.00042,121.46,516,1023,-0.05,
121.46,13471,0.002329,-0.00042,121.46,516,1023,-0.05,
121.46,13484,0.002155,0.001013,121.46,516,1026,-0.05,
121.46,14646,0.002371,-0.00026,121.46,516,1023,-0.05,
121.46,14947,0.002408,-0.00011,121.46,516,1023,-0.05,
121.46,15630,0.002351,0.000562,121.46,516,1025,-0.05,
121.46,15674,0.002214,-0.00083,121.46,516,1022,-0.05,
121.46,15823,0.002388,0.000301,121.46,516,1024,-0.05,
121.46,15939,0.002282,0.000658,121.46,516,1025,-0.05,
121.46,16032,0.002126,0.001106,121.46,516,1026,-0.05,
121.46,16471,0.002186,0.000906,121.46,516,1025,-0.05,
121.46,16627,0.002256,0.000842,121.46,516,1025,-0.05,
121.46,16774,0.002344,0.000348,121.46,516,1024,-0.05,
121.46,17537,0.002337,0.000638,121.46,516,1025,-0.05,
121.46,18190,0.002169,-0.00097,121.46,516,1022,-0.05,
121.46,18593,0.002266,-0.00081,121.46,516,1022,-0.05,
121.46,18779,0.002147,0.001014,121.46,516,1026,-0.05,
121.46,19390,0.002414,-9.47E-05,121.46,516,1023,-0.05,
121.46,19595,0.002381,-0.00022,121.46,516,1023,-0.05,
121.46,20123,0.002302,0.000576,121.46,516,1025,-0.05,
121.46,20171,0.002117,-0.00108,121.46,516,1021,-0.05,
121.46,20479,0.002149,-0.00109,121.46,516,1021,-0.05,
121.46,21167,0.002196,-0.00088,121.46,516,1022,-0.05,
121.46,22371,0.002369,-0.00017,121.46,516,1023,-0.05,
121.46,22807,0.002275,-0.00069,121.46,516,1022,-0.05,
121.46,23050,0.002228,-0.00089,121.46,516,1022,-0.05,
121.46,23641,0.002274,-0.00073,121.46,516,1022,-0.05,
121.46,23688,0.002338,-0.00057,121.46,516,1022,-0.05,
121.46,24293,0.002335,0.000553,121.46,516,1025,-0.05,
121.46,24313,0.002202,-0.00096,121.46,516,1022,-0.05,
121.46,24547,0.002138,-0.00114,121.46,516,1021,-0.05,
121.46,25390,0.002247,-0.00091,121.46,516,1022,-0.05,
121.46,25425,0.002258,0.000832,121.46,516,1025,-0.05,
121.46,25487,0.00222,0.00081,121.46,516,1025,-0.05,
121.46,25493,0.002289,-0.00061,121.46,516,1022,-0.05,
121.46,25642,0.002344,0.000574,121.46,516,1025,-0.05,
121.46,25672,0.002394,-0.0003,121.46,516,1023,-0.05,
121.46,25709,0.002192,0.000935,121.46,516,1025,-0.05,
121.46,25716,0.002312,0.000719,121.46,516,1025,-0.05,
121.46,27079,0.002215,-0.00098,121.46,516,1021,-0.05,
121.46,27210,0.002364,-0.00035,121.46,516,1023,-0.05,
121.46,27217,0.002379,-0.00017,121.46,516,1023,-0.05,
121.46,27585,0.002358,0.000377,121.46,516,1024,-0.05,
121.46,27974,0.002202,0.000858,121.46,516,1025,-0.05,
121.46,28160,0.002414,-3.43E-05,121.46,516,1023,-0.05,
121.46,28613,0.002365,-0.00038,121.46,516,1023,-0.05,
121.46,28677,0.002287,0.00062,121.46,516,1025,-0.05,
121.46,28951,0.002315,0.000553,121.46,516,1025,-0.05,
121.46,29061,0.002358,-0.00046,121.46,516,1023,-0.05,
121.46,29207,0.002365,0.00031,121.46,516,1024,-0.05,
121.46,29892,0.002374,-0.00029,121.46,516,1023,-0.05,
121.46,30066,0.002421,-0.00011,121.46,516,1023,-0.05,
121.46,30216,0.002215,-0.00084,121.46,516,1022,-0.05,
121.46,30453,0.002302,0.000677,121.46,516,1025,-0.05,
121.46,30887,0.002374,-0.00018,121.46,516,1023,-0.05,
121.46,30927,0.002421,-2.05E-05,121.46,516,1023,-0.05,
121.46,31390,0.002248,-0.0009,121.46,516,1022,-0.05,
121.46,31667,0.002302,0.000776,121.46,516,1025,-0.05,
121.46,31839,0.002387,-0.00035,121.46,516,1023,-0.05,
121.46,32265,0.00235,0.000253,121.46,516,1024,-0.05,
121.46,32288,0.002303,-0.00067,121.46,516,1022,-0.05,
121.46,34095,0.002224,-0.00084,121.46,516,1022,-0.05,
121.46,34306,0.002128,0.001078,121.46,516,1026,-0.05,
121.46,34456,0.002382,8.32E-05,121.46,516,1024,-0.05,
121.46,36548,0.002414,-0.00017,121.46,516,1023,-0.05,
121.46,37142,0.002299,0.000616,121.46,516,1025,-0.05,
121.46,37156,0.002345,-0.00037,121.46,516,1023,-0.05,
121.46,37378,0.002352,-0.00054,121.46,516,1022,-0.05,
121.46,37620,0.002265,0.000673,121.46,516,1025,-0.05,
121.46,37771,0.002224,0.000862,121.46,516,1025,-0.05,
121.46,37838,0.002413,-0.00011,121.46,516,1023,-0.05,
121.46,37955,0.002107,-0.0011,121.46,516,1021,-0.05,
121.46,38314,0.002142,-0.00111,121.46,516,1021,-0.05,
121.46,38346,0.002393,0.000302,121.46,516,1024,-0.05,
121.46,38652,0.002381,-0.00031,121.46,516,1023,-0.05,
121.46,38911,0.002194,-0.00089,121.46,516,1022,-0.05,
121.46,39551,0.002356,0.000234,121.46,516,1024,-0.05,
121.46,39628,0.00232,-0.00057,121.46,516,1022,-0.05,
121.46,39978,0.002378,-0.0002,121.46,516,1023,-0.05,
121.46,40363,0.002181,-0.00104,121.46,516,1021,-0.05,
121.46,41014,0.002231,0.00089,121.46,516,1025,-0.05,
121.46,41202,0.002386,0.000311,121.46,516,1024,-0.05,
121.46,41549,0.002261,0.000783,121.46,516,1025,-0.05,
121.46,41702,0.002199,-0.00101,121.46,516,1021,-0.05,
121.46,42553,0.002299,-0.00073,121.46,516,1022,-0.05,
121.46,43049,0.002283,-0.0007,121.46,516,1022,-0.05,
121.46,43616,0.002382,0.000198,121.46,516,1024,-0.05,
121.46,44810,0.002373,0.000459,121.46,516,1024,-0.05,
121.46,45189,0.002394,-0.00017,121.46,516,1023,-0.05,
121.46,45885,0.002395,-0.00016,121.46,516,1023,-0.05,
121.46,46463,0.002123,0.001113,121.46,516,1026,-0.05,
121.46,46547,0.002397,-0.00012,121.46,516,1023,-0.05,
121.46,46564,0.002416,1.11E-05,121.46,516,1024,-0.05,
121.46,46586,0.002389,0.000373,121.46,516,1024,-0.05,
121.46,46627,0.002265,-0.00073,121.46,516,1022,-0.05,
121.46,47127,0.002383,1.26E-05,121.46,516,1024,-0.05,
121.46,47704,0.002385,0.000187,121.46,516,1024,-0.05,
121.46,47746,0.002162,-0.00107,121.46,516,1021,-0.05,
121.46,48127,0.002211,-0.00097,121.46,516,1022,-0.05,
121.46,48518,0.002383,-0.00037,121.46,516,1023,-0.05,
