Detector Z,Ray Number,Ray X,Ray Y,Ray Z,Ray X (pixels),Ray Y (pixels),Dist from 121.01,Dist from 121.01 (highest Y)
121.51,220,1.72E-13,5.46E-13,121.51,512,1024,0,
121.51,698,2.90E-13,-5.83E-13,121.51,512,1023,0,
121.51,745,-8.03E-12,1.72E-11,121.51,511,1024,0,
121.51,2210,-1.98E-11,4.42E-11,121.51,511,1024,0,
121.51,2290,-2.35E-13,5.74E-13,121.51,511,1024,0,
121.51,3724,-2.45E-11,-5.25E-11,121.51,511,1023,0,
121.51,4847,4.35E-14,-2.81E-12,121.51,512,1023,0,
121.51,5205,9.84E-12,2.18E-11,121.51,512,1024,0,
121.51,5257,2.04E-14,-2.09E-13,121.51,512,1023,0,
121.51,5448,6.04E-14,1.26E-13,121.51,512,1024,0,
121.51,5507,1.90E-12,3.26E-12,121.51,512,1024,0,
121.51,6736,6.31E-13,2.29E-12,121.51,512,1024,0,
121.51,6773,2.02E-13,-9.37E-14,121.51,512,1023,0,
121.51,8309,1.07E-13,-4.35E-14,121.51,512,1023,0,
121.51,8347,3.38E-14,-5.30E-13,121.51,512,1023,0,
121.51,8512,-8.13E-12,2.67E-11,121.51,511,1024,0,
121.51,8548,3.03E-12,-1.53E-11,121.51,512,1023,0,
121.51,8683,-1.36E-12,2.69E-12,121.51,511,1024,0,
121.51,8938,-7.34E-12,-1.73E-11,121.51,511,1023,0,
121.51,9048,7.55E-14,3.47E-12,121.51,512,1024,0,
121.51,9288,-5.76E-13,4.34E-12,121.51,511,1024,0,
121.51,9520,-1.89E-12,-5.18E-12,121.51,511,1023,0,
121.51,9536,-1.08E-12,5.62E-12,121.51,511,1024,0,
121.51,10370,5.51E-14,6.59E-14,121.51,512,1024,0,
121.51,10534,7.09E-13,-1.86E-12,121.51,512,1023,0,
121.51,10652,-2.10E-13,-7.71E-13,121.51,511,1023,0,
121.51,10880,4.85E-13,-2.77E-12,121.51,512,1023,0,
121.51,10977,1.60E-14,-1.77E-14,121.51,512,1023,0,
121.51,11307,-2.49E-14,1.40E-13,121.51,511,1024,0,
121.51,11346,-1.00E-12,3.38E-12,121.51,511,1024,0,
121.51,11414,-4.88E-14,3.14E-13,121.51,511,1024,0,
121.51,11659,-3.91E-14,6.97E-14,121.51,511,1024,0,
121.51,12728,5.76E-12,1.02E-11,121.51,512,1024,0,
121.51,13027,1.83E-13,1.50E-13,121.51,512,1024,0,
121.51,13756,-7.95E-12,-1.62E-11,121.51,511,1023,0,
121.51,14111,1.32E-13,6.04E-14,121.51,512,1024,0,
121.51,14716,-7.11E-15,3.71E-14,121.51,511,1024,0,
121.51,14946,-1.05E-13,8.66E-13,121.51,511,1024,0,
121.51,15009,-3.84E-12,8.07E-12,121.51,511,1024,0,
121.51,15126,5.92E-12,-1.71E-11,121.51,512,1023,0,
121.51,15329,-1.50E-13,-4.21E-13,121.51,511,1023,0,
121.51,15449,1.58E-11,2.71E-11,121.51,512,1024,0,
121.51,15541,3.51E-13,1.11E-14,121.51,512,1024,0,
121.51,15615,-5.18E-13,3.04E-12,121.51,511,1024,0,
121.51,15821,4.53E-12,8.38E-12,121.51,512,1024,0,
121.51,16107,-4.14E-13,1.48E-12,121.51,511,1024,0,
121.51,16214,-4.09E-14,-3.50E-13,121.51,511,1023,0,
121.51,16656,9.87E-13,-4.03E-12,121.51,512,1023,0,
121.51,16676,4.26E-13,-5.45E-13,121.51,512,1023,0,
121.51,16912,-5.30E-12,-1.34E-11,121.51,511,1023,0,
121.51,17144,1.54E-12,1.95E-11,121.51,512,1024,0,
121.51,17340,7.11E-13,1.64E-13,121.51,512,1024,0,
121.51,17716,1.55E-12,-3.46E-12,121.51,512,1023,0,
121.51,18326,-2.18E-13,7.27E-13,121.51,511,1024,0,
121.51,18384,-3.80E-12,1.62E-11,121.51,511,1024,0,
121.51,18414,1.47E-13,-4.37E-13,121.51,512,1023,0,
121.51,18791,2.82E-12,-1.29E-11,121.51,512,1023,0,
121.51,19006,4.17E-12,1.01E-11,121.51,512,1024,0,
121.51,19050,9.95E-14,6.82E-14,121.51,512,1024,0,
121.51,19263,3.59E-13,-5.91E-13,121.51,512,1023,0,
121.51,19273,4.97E-14,-7.45E-13,121.51,512,1023,0,
121.51,19645,4.60E-12,1.23E-11,121.51,512,1024,0,
121.51,19725,1.30E-13,-2.78E-14,121.51,512,1023,0,
121.51,20122,7.64E-14,1.97E-13,121.51,512,1024,0,
121.51,20280,8.63E-13,-2.08E-12,121.51,512,1023,0,
121.51,20341,-2.15E-12,-3.52E-12,121.51,511,1023,0,
121.51,20407,3.19E-12,-4.82E-12,121.51,512,1023,0,
121.51,20431,2.34E-13,-3.39E-13,121.51,512,1023,0,
121.51,21014,2.20E-13,1.35E-13,121.51,512,1024,0,
121.51,22145,1.35E-13,1.33E-14,121.51,512,1024,0,
121.51,22948,3.58E-13,-2.55E-13,121.51,512,1023,0,
121.51,23657,-6.06E-13,-7.32E-13,121.51,511,1023,0,
121.51,23977,-2.57E-12,5.39E-12,121.51,511,1024,0,
121.51,25188,1.38E-12,8.97E-12,121.51,512,1024,0,
121.51,25314,1.16E-11,-2.14E-11,121.51,512,1023,0,
121.51,26412,1.19E-13,-1.80E-13,121.51,512,1023,0,
121.51,26694,2.18E-13,6.25E-13,121.51,512,1024,0,
121.51,26987,6.12E-12,-1.52E-11,121.51,512,1023,0,
121.51,28110,-2.57E-12,-5.76E-12,121.51,511,1023,0,
121.51,28648,5.42E-14,-4.95E-13,121.51,512,1023,0,
121.51,28734,4.58E-11,-8.73E-11,121.51,512,1023,0,
121.51,29491,2.91E-12,-1.41E-11,121.51,512,1023,0,
121.51,30573,-4.03E-13,-1.66E-12,121.51,511,1023,0,
121.51,30870,1.48E-13,6.06E-14,121.51,512,1024,0,
121.51,30945,-1.72E-12,7.60E-12,121.51,511,1024,0,
121.51,31174,7.73E-14,1.67E-12,121.51,512,1024,0,
121.51,31372,-2.26E-13,7.15E-14,121.51,511,1024,0,
121.51,31919,4.45E-13,-4.23E-13,121.51,512,1023,0,
121.51,32562,2.03E-13,6.04E-14,121.51,512,1024,0,
121.51,32794,-4.38E-13,7.62E-13,121.51,511,1024,0,
121.51,33088,3.35E-13,-7.35E-13,121.51,512,1023,0,
121.51,33164,-5.15E-14,-7.23E-13,121.51,511,1023,0,
121.51,33436,7.93E-12,-1.56E-11,121.51,512,1023,0,
121.51,33833,2.31E-13,-9.92E-13,121.51,512,1023,0,
121.51,34509,-4.85E-13,7.04E-14,121.51,511,1024,0,
121.51,35986,-3.77E-13,-8.65E-14,121.51,511,1023,0,
121.51,36335,8.93E-13,1.14E-12,121.51,512,1024,0,
121.51,36547,-4.59E-13,-9.48E-13,121.51,511,1023,0,
121.51,36689,-2.06E-11,5.71E-11,121.51,511,1024,0,0
121.51,36731,-3.74E-12,7.12E-12,121.51,511,1024,0,
121.51,37185,-3.20E-14,1.96E-13,121.51,511,1024,0,
121.51,37237,-2.97E-13,8.17E-13,121.51,511,1024,0,
121.51,37299,-1.07E-13,1.55E-13,121.51,511,1024,0,
121.51,37647,2.14E-13,2.68E-13,121.51,512,1024,0,
121.51,37728,3.37E-13,1.18E-12,121.51,512,1024,0,
121.51,38370,-5.70E-13,3.32E-12,121.51,511,1024,0,
121.51,38672,1.97E-11,4.42E-11,121.51,512,1024,0,
121.51,38848,2.04E-14,-3.26E-13,121.51,512,1023,0,
121.51,39107,2.27E-13,-1.58E-13,121.51,512,1023,0,
121.51,39131,4.48E-13,-4.34E-13,121.51,512,1023,0,
121.51,39426,3.14E-13,-6.66E-13,121.51,512,1023,0,
121.51,40646,1.63E-13,-1.08E-12,121.51,512,1023,0,
121.51,41032,-3.32E-13,1.12E-12,121.51,511,1024,0,
121.51,41246,1.73E-13,9.61E-14,121.51,512,1024,0,
121.51,41776,-5.72E-12,1.20E-11,121.51,511,1024,0,
121.51,42132,1.57E-13,-2.66E-14,121.51,512,1023,0,
121.51,42765,2.35E-13,-1.02E-13,121.51,512,1023,0,
121.51,42900,2.35E-13,1.73E-13,121.51,512,1024,0,
121.51,43415,1.63E-13,-1.20E-14,121.51,512,1023,0,
121.51,43609,-3.51E-13,-3.60E-13,121.51,511,1023,0,
121.51,43890,-8.35E-14,-7.62E-13,121.51,511,1023,0,
121.51,43904,5.61E-13,-1.22E-12,121.51,512,1023,0,
121.51,44904,-9.91E-12,-2.97E-11,121.51,511,1023,0,
121.51,45413,2.04E-14,1.19E-14,121.51,512,1024,0,
121.51,45624,-1.57E-12,3.21E-12,121.51,511,1024,0,
121.51,46057,1.77E-13,-2.29E-13,121.51,512,1023,0,
121.51,46259,-3.90E-13,-5.66E-15,121.51,511,1023,0,
121.51,46324,3.46E-13,9.17E-14,121.51,512,1024,0,
121.51,46772,2.81E-13,-1.02E-14,121.51,512,1023,0,
121.51,46876,2.37E-13,-8.09E-14,121.51,512,1023,0,
121.51,46951,-3.02E-13,1.71E-13,121.51,511,1024,0,
121.51,46971,-4.85E-13,6.45E-13,121.51,511,1024,0,
121.51,47003,-1.97E-13,3.05E-14,121.51,511,1024,0,
121.51,47039,1.66E-13,5.50E-15,121.51,512,1024,0,
121.51,47220,5.80E-13,-9.67E-12,121.51,512,1023,0,
121.51,47570,-6.60E-13,-1.96E-12,121.51,511,1023,0,
121.51,48125,-1.15E-12,1.28E-11,121.51,511,1024,0,
121.51,48336,-2.11E-12,4.05E-12,121.51,511,1024,0,
121.51,48636,-4.83E-12,-1.20E-11,121.51,511,1023,0,
121.51,49357,-2.05E-12,5.17E-12,121.51,511,1024,0,
121.51,49464,-2.58E-14,1.65E-13,121.51,511,1024,0,
121.51,49947,3.82E-12,7.80E-12,121.51,512,1024,0,
121.52,49,-0.00046,-0.00012,121.52,511,1023,0.01,
121.52,232,-0.00048,-7.01E-06,121.52,511,1023,0.01,
121.52,1087,-0.00047,-9.75E-05,121.52,511,1023,0.01,
121.52,1582,-0.00048,-3.14E-05,121.52,511,1023,0.01,
121.52,2689,-0.00046,-9.48E-05,121.52,511,1023,0.01,
121.52,3199,-0.00048,1.48E-05,121.52,511,1024,0.01,
121.52,3833,-0.00044,0.000199,121.52,511,1024,0.01,
121.52,3909,-0.00044,-0.00017,121.52,511,1023,0.01,
121.52,4007,-0.00046,0.000116,121.52,511,1024,0.01,
121.52,4046,-0.00048,-6.25E-05,121.52,511,1023,0.01,
121.52,4500,-0.00047,0.000118,121.52,511,1024,0.01,
121.52,5117,-0.00048,-5.36E-05,121.52,511,1023,0.01,
121.52,5353,-0.00044,0.000184,121.52,511,1024,0.01,
121.52,5519,-0.00045,0.000157,121.52,511,1024,0.01,
121.52,6076,-0.00047,0.000106,121.52,511,1024,0.01,
121.52,6085,-0.00047,-9.28E-05,121.52,511,1023,0.01,
121.52,6520,-0.00047,-8.33E-05,121.52,511,1023,0.01,
121.52,7726,-0.00047,-4.86E-05,121.52,511,1023,0.01,
121.52,8064,-0.00046,-0.00012,121.52,511,1023,0.01,
121.52,8411,-0.00046,0.000149,121.52,511,1024,0.01,
121.52,8806,-0.00049,2.40E-05,121.52,510,1024,0.01,
121.52,9393,-0.00048,-3.74E-05,121.52,511,1023,0.01,
121.52,9689,-0.00047,-4.51E-05,121.52,511,1023,0.01,
121.52,10301,-0.00043,-0.0002,121.52,511,1023,0.01,
121.52,10313,-0.00045,-0.00013,121.52,511,1023,0.01,
121.52,10427,-0.00043,0.000217,121.52,511,1024,0.01,
121.52,10751,-0.00045,0.000142,121.52,511,1024,0.01,
121.52,11047,-0.00047,-2.08E-05,121.52,511,1023,0.01,
121.52,11825,-0.00048,-3.02E-05,121.52,511,1023,0.01,
121.52,11905,-0.00048,-7.97E-06,121.52,511,1023,0.01,
121.52,12269,-0.00044,0.000166,121.52,511,1024,0.01,
121.52,12374,-0.00044,-0.00018,121.52,511,1023,0.01,
121.52,12902,-0.00047,7.72E-05,121.52,511,1024,0.01,
121.52,13601,-0.00045,-0.00017,121.52,511,1023,0.01,
121.52,15427,-0.00043,-0.00019,121.52,511,1023,0.01,
121.52,15500,-0.00048,8.87E-05,121.52,511,1024,0.01,
121.52,15964,-0.00048,4.13E-05,121.52,511,1024,0.01,
121.52,17029,-0.00044,0.000194,121.52,511,1024,0.01,
121.52,18169,-0.00048,-5.06E-05,121.52,511,1023,0.01,
121.52,18347,-0.00047,-9.34E-05,121.52,511,1023,0.01,
121.52,19371,-0.00047,-6.44E-05,121.52,511,1023,0.01,
121.52,19693,-0.00042,0.000228,121.52,511,1024,0.01,
121.52,19981,-0.00048,2.58E-05,121.52,511,1024,0.01,
121.52,20328,-0.00048,-1.47E-06,121.52,511,1023,0.01,
121.52,20612,-0.00048,-4.88E-05,121.52,511,1023,0.01,
121.52,21147,-0.00048,-1.30E-05,121.52,511,1023,0.01,
121.52,21326,-0.00048,3.67E-05,121.52,511,1024,0.01,
121.52,21726,-0.00048,-6.76E-05,121.52,511,1023,0.01,
121.52,21792,-0.00048,-6.07E-05,121.52,511,1023,0.01,
121.52,21813,-0.00048,1.00E-05,121.52,511,1024,0.01,
121.52,21911,-0.00048,-6.03E-05,121.52,511,1023,0.01,
121.52,22025,-0.00045,0.000191,121.52,511,1024,0.01,
121.52,22380,-0.00043,-0.00022,121.52,511,1023,0.01,
121.52,22438,-0.00044,-0.00019,121.52,511,1023,0.01,
121.52,22757,-0.00046,-0.00011,121.52,511,1023,0.01,
121.52,23352,-0.00045,0.000174,121.52,511,1024,0.01,
121.52,23665,-0.00046,0.000146,121.52,511,1024,0.01,
121.52,24094,-0.00045,0.000181,121.52,511,1024,0.01,
121.52,24110,-0.00046,0.000162,121.52,511,1024,0.01,
121.52,24257,-0.00043,-0.00021,121.52,511,1023,0.01,
121.52,24301,-0.00045,0.000159,121.52,511,1024,0.01,
121.52,24390,-0.00043,-0.00021,121.52,511,1023,0.01,
121.52,24563,-0.00044,-0.00017,121.52,511,1023,0.01,
121.52,24683,-0.00043,0.000211,121.52,511,1024,0.01,
121.52,24710,-0.00046,0.000105,121.52,511,1024,0.01,
121.52,24758,-0.00042,0.000219,121.52,511,1024,0.01,
121.52,25235,-0.00048,-7.41E-05,121.52,511,1023,0.01,
121.52,25481,-0.00044,-0.00018,121.52,511,1023,0.01,
121.52,26681,-0.00045,-0.00014,121.52,511,1023,0.01,
121.52,27080,-0.00044,0.000212,121.52,511,1024,0.01,
121.52,27213,-0.00048,6.11E-06,121.52,511,1024,0.01,
121.52,27829,-0.00042,0.000212,121.52,511,1024,0.01,
121.52,27834,-0.00048,5.16E-05,121.52,511,1024,0.01,
121.52,27939,-0.00047,-9.95E-05,121.52,511,1023,0.01,
121.52,28530,-0.00044,0.000179,121.52,511,1024,0.01,
121.52,29429,-0.00045,-0.00017,121.52,511,1023,0.01,
121.52,29581,-0.00046,-0.00015,121.52,511,1023,0.01,
121.52,29606,-0.00044,0.000183,121.52,511,1024,0.01,
121.52,30439,-0.00048,2.39E-05,121.52,511,1024,0.01,
121.52,30994,-0.00047,-8.42E-05,121.52,511,1023,0.01,
121.52,31245,-0.00043,0.000197,121.52,511,1024,0.01,
121.52,31437,-0.00048,1.72E-05,121.52,511,1024,0.01,
121.52,31479,-0.00048,-5.75E-06,121.52,511,1023,0.01,
121.52,31495,-0.00044,0.000193,121.52,511,1024,0.01,
121.52,32177,-0.00043,0.000215,121.52,511,1024,0.01,
121.52,32670,-0.00046,0.000134,121.52,511,1024,0.01,
121.52,32716,-0.00047,7.22E-05,121.52,511,1024,0.01,
121.52,33172,-0.00043,-0.0002,121.52,511,1023,0.01,
121.52,33413,-0.00047,8.05E-05,121.52,511,1024,0.01,
121.52,33780,-0.00046,0.000137,121.52,511,1024,0.01,
121.52,33968,-0.00046,0.000149,121.52,511,1024,0.01,
121.52,34153,-0.00048,-4.61E-05,121.52,511,1023,0.01,
121.52,34332,-0.00047,-4.93E-05,121.52,511,1023,0.01,
121.52,34475,-0.00047,-5.07E-05,121.52,511,1023,0.01,
121.52,35046,-0.00044,0.000211,121.52,511,1024,0.01,
121.52,35629,-0.00047,6.49E-05,121.52,511,1024,0.01,
121.52,35738,-0.00045,-0.00015,121.52,511,1023,0.01,
121.52,35898,-0.00048,-5.08E-05,121.52,511,1023,0.01,
121.52,37147,-0.00045,-0.00015,121.52,511,1023,0.01,
121.52,37166,-0.00043,0.00022,121.52,511,1024,0.01,
121.52,37552,-0.00044,0.00018,121.52,511,1024,0.01,
121.52,38080,-0.00042,0.00023,121.52,511,1024,0.01,0.01
121.52,38226,-0.00048,-3.16E-05,121.52,511,1023,0.01,
121.52,38364,-0.00045,-0.00018,121.52,511,1023,0.01,
121.52,38527,-0.00048,5.71E-05,121.52,511,1024,0.01,
121.52,39860,-0.00046,0.000133,121.52,511,1024,0.01,
121.52,39930,-0.00046,0.00012,121.52,511,1024,0.01,
121.52,40081,-0.00045,0.000176,121.52,511,1024,0.01,
121.52,41157,-0.00045,-0.00015,121.52,511,1023,0.01,
121.52,42033,-0.00043,0.00023,121.52,511,1024,0.01,
121.52,42107,-0.00047,0.000108,121.52,511,1024,0.01,
121.52,42179,-0.00046,0.000123,121.52,511,1024,0.01,
121.52,42608,-0.00048,4.73E-05,121.52,511,1024,0.01,
121.52,42932,-0.00047,0.000116,121.52,511,1024,0.01,
121.52,43031,-0.00047,4.22E-05,121.52,511,1024,0.01,
121.52,43067,-0.00045,0.000181,121.52,511,1024,0.01,
121.52,43733,-0.00046,0.000116,121.52,511,1024,0.01,
121.52,44303,-0.00048,6.66E-05,121.52,511,1024,0.01,
121.52,44321,-0.00042,0.000209,121.52,511,1024,0.01,
121.52,44672,-0.00048,2.31E-05,121.52,511,1024,0.01,
121.52,44898,-0.00048,2.27E-05,121.52,511,1024,0.01,
121.52,45332,-0.00047,7.15E-05,121.52,511,1024,0.01,
121.52,45966,-0.00047,-4.96E-05,121.52,511,1023,0.01,
121.52,46167,-0.00046,0.000112,121.52,511,1024,0.01,
121.52,47098,-0.00047,-9.96E-05,121.52,511,1023,0.01,
121.52,47438,-0.00047,-8.66E-05,121.52,511,1023,0.01,
121.52,47615,-0.00048,-1.99E-05,121.52,511,1023,0.01,
121.52,47626,-0.00047,0.000107,121.52,511,1024,0.01,
121.52,47698,-0.00047,-0.00011,121.52,511,1023,0.01,
121.52,47720,-0.00046,0.000123,121.52,511,1024,0.01,
121.52,48235,-0.00047,0.000124,121.52,511,1024,0.01,
121.52,49048,-0.00045,0.000146,121.52,511,1024,0.01,
121.52,49069,-0.00046,0.000152,121.52,511,1024,0.01,
121.52,49205,-0.00042,0.000226,121.52,511,1024,0.01,
121.52,49634,-0.00045,-0.00018,121.52,511,1023,0.01,
121.53,585,-0.00089,0.000356,121.53,510,1024,0.02,
121.53,663,-0.00094,-3.60E-05,121.53,510,1023,0.02,
121.53,870,-0.00096,-6.72E-05,121.53,510,1023,0.02,
121.53,1062,-0.00092,0.000254,121.53,510,1024,0.02,
121.53,2393,-0.00086,-0.00041,121.53,510,1023,0.02,
121.53,2665,-0.00096,-2.44E-05,121.53,510,1023,0.02,
121.53,2975,-0.00094,-0.00022,121.53,510,1023,0.02,
121.53,3237,-0.00096,-0.00011,121.53,510,1023,0.02,
121.53,3281,-0.00096,-0.00011,121.53,510,1023,0.02,
121.53,3590,-0.00085,0.000422,121.53,510,1024,0.02,
121.53,5318,-0.00095,-0.00019,121.53,510,1023,0.02,
121.53,5531,-0.00094,-0.00023,121.53,510,1023,0.02,
121.53,5968,-0.00094,0.000169,121.53,510,1024,0.02,
121.53,5996,-0.00085,-0.00048,121.53,510,1023,0.02,
121.53,6211,-0.00095,0.000124,121.53,510,1024,0.02,
121.53,6299,-0.00092,-0.00023,121.53,510,1023,0.02,
121.53,6927,-0.00091,-0.00026,121.53,510,1023,0.02,
121.53,6978,-0.00089,-0.00033,121.53,510,1023,0.02,
121.53,7320,-0.00088,0.000359,121.53,510,1024,0.02,
121.53,7370,-0.00092,0.000299,121.53,510,1024,0.02,
121.53,7378,-0.00095,-0.00015,121.53,510,1023,0.02,
121.53,7421,-0.00087,0.000395,121.53,510,1024,0.02,
121.53,7455,-0.00093,-0.00028,121.53,510,1023,0.02,
121.53,7500,-0.00089,-0.00038,121.53,510,1023,0.02,
121.53,7689,-0.00085,-0.00045,121.53,510,1023,0.02,
121.53,7856,-0.00091,0.00027,121.53,510,1024,0.02,
121.53,8261,-0.00089,0.000367,121.53,510,1024,0.02,
121.53,8343,-0.00091,0.000337,121.53,510,1024,0.02,
121.53,8367,-0.00096,-0.00011,121.53,510,1023,0.02,
121.53,8822,-0.00094,0.000172,121.53,510,1024,0.02,
121.53,8972,-0.00087,0.000389,121.53,510,1024,0.02,
121.53,9304,-0.00096,-0.00012,121.53,510,1023,0.02,
121.53,9947,-0.00096,6.53E-05,121.53,510,1024,0.02,
121.53,10030,-0.0009,-0.00032,121.53,510,1023,0.02,
121.53,10176,-0.00085,0.000444,121.53,510,1024,0.02,
121.53,10508,-0.0009,-0.00034,121.53,510,1023,0.02,
121.53,10563,-0.00091,-0.00032,121.53,510,1023,0.02,
121.53,10936,-0.00088,-0.00037,121.53,510,1023,0.02,
121.53,11085,-0.00086,-0.0004,121.53,510,1023,0.02,
121.53,11264,-0.00092,0.000242,121.53,510,1024,0.02,
121.53,11716,-0.00091,0.000302,121.53,510,1024,0.02,
121.53,12261,-0.00095,0.000151,121.53,510,1024,0.02,
121.53,13086,-0.0009,0.000315,121.53,510,1024,0.02,
121.53,13579,-0.00084,0.000471,121.53,510,1024,0.02,0.02
121.53,14523,-0.00095,-6.40E-05,121.53,510,1023,0.02,
121.53,14671,-0.00095,0.0002,121.53,510,1024,0.02,
121.53,16794,-0.00088,0.000392,121.53,510,1024,0.02,
121.53,16936,-0.00093,-0.0002,121.53,510,1023,0.02,
121.53,16941,-0.00089,-0.00036,121.53,510,1023,0.02,
121.53,18544,-0.0009,-0.00033,121.53,510,1023,0.02,
121.53,18563,-0.0009,-0.00035,121.53,510,1023,0.02,
121.53,18841,-0.00095,-1.99E-05,121.53,510,1023,0.02,
121.53,19491,-0.00094,-0.00019,121.53,510,1023,0.02,
121.53,19667,-0.00097,-2.18E-05,121.53,510,1023,0.02,
121.53,20137,-0.00087,-0.00044,121.53,510,1023,0.02,
121.53,20568,-0.00095,-9.83E-05,121.53,510,1023,0.02,
121.53,21052,-0.00095,-0.00011,121.53,510,1023,0.02,
121.53,21430,-0.00086,0.000418,121.53,510,1024,0.02,
121.53,21621,-0.00095,0.000143,121.53,510,1024,0.02,
121.53,21773,-0.00096,-9.66E-05,121.53,510,1023,0.02,
121.53,21833,-0.00091,0.000331,121.53,510,1024,0.02,
121.53,21962,-0.00085,-0.00044,121.53,510,1023,0.02,
121.53,22414,-0.00086,-0.00041,121.53,510,1023,0.02,
121.53,22453,-0.00093,-0.00027,121.53,510,1023,0.02,
121.53,22850,-0.00094,0.00022,121.53,510,1024,0.02,
121.53,23748,-0.00097,-2.72E-05,121.53,510,1023,0.02,
121.53,24315,-0.0009,0.000316,121.53,510,1024,0.02,
121.53,24470,-0.00085,-0.00045,121.53,510,1023,0.02,
121.53,24723,-0.00094,0.000235,121.53,510,1024,0.02,
121.53,24942,-0.00086,0.000446,121.53,510,1024,0.02,
121.53,25676,-0.00097,6.61E-05,121.53,510,1024,0.02,
121.53,26896,-0.00092,-0.00027,121.53,510,1023,0.02,
121.53,27168,-0.00085,0.000442,121.53,510,1024,0.02,
121.53,27235,-0.00085,0.000461,121.53,510,1024,0.02,
121.53,27334,-0.00096,8.26E-05,121.53,510,1024,0.02,
121.53,27611,-0.00085,-0.00046,121.53,510,1023,0.02,
121.53,27654,-0.00093,0.00024,121.53,510,1024,0.02,
121.53,27953,-0.00095,0.000107,121.53,510,1024,0.02,
121.53,28167,-0.00095,-0.00017,121.53,510,1023,0.02,
121.53,28310,-0.00095,-0.00016,121.53,510,1023,0.02,
121.53,28331,-0.00097,-5.22E-05,121.53,510,1023,0.02,
121.53,28622,-0.00093,-0.00024,121.53,510,1023,0.02,
121.53,29253,-0.00092,0.000221,121.53,510,1024,0.02,
121.53,29605,-0.00087,0.000369,121.53,510,1024,0.02,
121.53,29621,-0.0009,-0.00036,121.53,510,1023,0.02,
121.53,29904,-0.0009,-0.00036,121.53,510,1023,0.02,
121.53,29941,-0.00093,0.000221,121.53,510,1024,0.02,
121.53,30431,-0.00089,-0.00033,121.53,510,1023,0.02,
121.53,31007,-0.00093,-0.00024,121.53,510,1023,0.02,
121.53,31108,-0.00087,-0.00039,121.53,510,1023,0.02,
121.53,31112,-0.00084,0.00043,121.53,510,1024,0.02,
121.53,31240,-0.00088,-0.00041,121.53,510,1023,0.02,
121.53,32232,-0.00092,0.000225,121.53,510,1024,0.02,
121.53,32809,-0.00087,0.000426,121.53,510,1024,0.02,
121.53,33249,-0.00086,0.000423,121.53,510,1024,0.02,
121.53,33671,-0.00096,-0.00012,121.53,510,1023,0.02,
121.53,33698,-0.00089,-0.00035,121.53,510,1023,0.02,
121.53,33731,-0.00096,-0.00013,121.53,510,1023,0.02,
121.53,33785,-0.00094,9.74E-05,121.53,510,1024,0.02,
121.53,35764,-0.00093,-0.00025,121.53,510,1023,0.02,
121.53,36207,-0.00097,8.03E-05,121.53,510,1024,0.02,
121.53,36402,-0.00095,0.000107,121.53,510,1024,0.02,
121.53,36551,-0.00095,-5.83E-05,121.53,510,1023,0.02,
121.53,36659,-0.00092,-0.0002,121.53,510,1023,0.02,
121.53,36883,-0.00094,-0.00018,121.53,510,1023,0.02,
121.53,36897,-0.00091,0.000292,121.53,510,1024,0.02,
121.53,37056,-0.00089,0.000338,121.53,510,1024,0.02,
121.53,37235,-0.00094,0.000141,121.53,510,1024,0.02,
121.53,37262,-0.00095,-0.00011,121.53,510,1023,0.02,
121.53,37361,-0.00096,6.87E-05,121.53,510,1024,0.02,
121.53,37642,-0.00089,-0.00036,121.53,510,1023,0.02,
121.53,38018,-0.00096,0.000139,121.53,510,1024,0.02,
121.53,39654,-0.00092,-0.0003,121.53,510,1023,0.02,
121.53,39663,-0.00089,0.000368,121.53,510,1024,0.02,
121.53,39780,-0.00092,0.000266,121.53,510,1024,0.02,
121.53,41144,-0.00095,-9.80E-05,121.53,510,1023,0.02,
121.53,41823,-0.00096,0.000162,121.53,510,1024,0.02,
121.53,42020,-0.00096,6.87E-05,121.53,510,1024,0.02,
121.53,43219,-0.0009,-0.00036,121.53,510,1023,0.02,
121.53,43311,-0.00087,0.000391,121.53,510,1024,0.02,
121.53,43651,-0.00093,-0.00023,121.53,510,1023,0.02,
121.53,43769,-0.00094,-0.00011,121.53,510,1023,0.02,
121.53,44965,-0.00095,8.24E-05,121.53,510,1024,0.02,
121.53,44985,-0.00095,0.000153,121.53,510,1024,0.02,
121.53,45971,-0.00093,0.000187,121.53,510,1024,0.02,
121.53,46282,-0.00096,-0.00011,121.53,510,1023,0.02,
121.53,46286,-0.00093,0.000215,121.53,510,1024,0.02,
121.53,46722,-0.00087,0.000404,121.53,510,1024,0.02,
121.53,46741,-0.00093,0.000247,121.53,510,1024,0.02,
121.53,46811,-0.00084,0.000463,121.53,510,1024,0.02,
121.53,47149,-0.00087,-0.0004,121.53,510,1023,0.02,
121.53,47250,-0.00095,7.97E-05,121.53,510,1024,0.02,
121.53,47454,-0.00095,-1.92E-05,121.53,510,1023,0.02,
121.53,47569,-0.00096,0.000103,121.53,510,1024,0.02,
121.53,47955,-0.00095,7.52E-05,121.53,510,1024,0.02,
121.53,48603,-0.00092,-0.00022,121.53,510,1023,0.02,
121.53,48936,-0.00097,-8.44E-05,121.53,510,1023,0.02,
121.53,49007,-0.00092,-0.00027,121.53,510,1023,0.02,
121.54,70,-0.00128,0.000672,121.54,509,1025,0.03,
121.54,305,-0.0014,-0.00027,121.54,509,1023,0.03,
